1.035972300000000068e+00	-7.820865200000000350e-02	-1.104533999999999933e-01	-9.006676300000000523e-01
1.242752599999999985e+00	-5.300952599999999570e-01	5.666456000000000270e-02	-6.143536499999999734e-01
1.808660799999999957e+00	3.434470900000000104e-01	2.390268000000000115e-01	-1.687764400000000053e+00
5.512098100000000223e-01	-2.885684099999999974e-01	3.108003400000000083e-01	3.232396799999999737e-01
6.882745200000000008e-01	6.036472499999999686e-01	1.328119100000000052e-01	-2.687247999999999859e-01
1.230979700000000010e+00	1.220394499999999938e-01	1.274991500000000055e-01	7.770525700000000535e-01
1.994116900000000081e+00	-1.321467699999999967e-01	1.407363000000000086e-01	1.748966000000000021e+00
2.563187000000000104e+00	1.090404299999999937e-01	-5.603631500000000321e-01	2.315961999999999854e+00
2.818404299999999751e-01	-4.644780099999999690e-02	-6.012557200000000213e-02	-2.714066099999999926e-01
1.578182700000000105e-01	-2.640923099999999829e-02	1.528977300000000095e-01	-2.883475300000000116e-02
1.767910099999999984e-01	5.485829700000000031e-02	1.475497500000000073e-01	8.046553700000000364e-02
3.984492399999999823e-01	-3.669746799999999975e-01	-1.203997899999999927e-02	6.683290799999999643e-02
5.384279499999999885e-01	1.808711899999999873e-01	-2.203408599999999995e-01	4.567714700000000128e-01
