8.834632100000000543e-01	-6.270331199999999994e-01	1.026008399999999987e-01	-3.648147999999999946e-01
7.031306600000000184e-01	-1.142972599999999977e-01	4.796913300000000269e-01	8.663223899999999977e-02
1.656090999999999980e+00	1.096627000000000018e+00	-1.204710299999999901e+00	2.631345299999999776e-01
1.282883199999999890e+00	4.234976400000000085e-01	-1.101016800000000018e+00	4.844804999999999806e-01
2.627169600000000216e+00	-1.116893200000000030e+00	-5.781255800000000278e-01	2.302359800000000067e+00
1.111013900000000021e+01	-1.343088299999999902e-01	5.007977200000000018e-01	1.109715600000000002e+01
7.457608799999999594e-01	3.084712000000000010e-01	-6.010250299999999601e-01	-2.833618399999999760e-01
1.996051100000000034e+01	7.362384600000000390e-01	-1.859147900000000103e-02	1.992477900000000091e+01
5.684548099999999771e-01	6.470941800000000466e-02	-4.861916900000000097e-01	2.873520500000000255e-01
7.665324400000000260e+00	2.341780199999999867e-01	-2.545684100000000227e-01	7.657516099999999604e+00
1.437017599999999895e+00	-7.591197899999999610e-01	9.326569399999999899e-01	-7.742272799999999622e-01
3.525470399999999782e-01	-1.062781399999999932e-01	3.012640799999999897e-01	-5.248374699999999726e-02
3.648924599999999741e-01	3.617390899999999854e-01	-1.625026099999999848e-02	4.502524900000000330e-02
2.328355499999999978e+01	-1.434457700000000072e-02	6.794036300000000361e-01	2.327363599999999977e+01
1.182515700000000081e+01	8.615376099999999537e-02	3.221981199999999768e-01	1.182045199999999952e+01
3.511468500000000104e-01	-7.278252000000000332e-02	2.642706599999999906e-01	-2.194717200000000090e-01
4.798358500000000082e-01	-3.783585500000000157e-01	1.078945999999999933e-01	-2.746743600000000063e-01
4.066678000000000237e-01	-2.430568399999999962e-01	5.266979100000000052e-02	-3.217576200000000219e-01
