1.773358400000000001e+00	9.745002200000000073e-03	1.353373200000000109e-01	-1.697842400000000085e+00
4.340397600000000189e+00	8.261490799999999801e-01	-1.648263399999999879e-01	-4.229141900000000120e+00
9.080828800000000367e-01	2.300370800000000049e-01	-3.265064500000000036e-01	-8.034993599999999958e-01
5.390408500000000158e-01	1.403685199999999966e-01	1.641724699999999870e-01	-1.375393599999999959e-02
7.327867300000000306e+00	-7.843732100000000429e-01	-1.244723900000000022e-01	7.223857100000000031e+00
2.131237399999999838e+00	-1.558034299999999928e-01	2.216722499999999874e-01	2.109331599999999973e+00
4.902423200000000092e-01	2.265407000000000115e-01	1.839953699999999914e-01	3.939067700000000172e-01
7.241918999999999995e-01	3.029042800000000184e-04	-2.602537699999999954e-01	6.612427699999999797e-01
1.991474099999999969e-01	-1.015329900000000035e-01	1.581627200000000066e-01	-6.584299200000000296e-02
3.475242900000000135e-01	-2.662471699999999775e-01	2.213817299999999988e-01	2.959228399999999995e-02
1.412800300000000009e-01	-1.703740899999999989e-02	1.797225599999999895e-02	-1.390926700000000016e-01
5.802291499999999713e-01	-1.621075299999999997e-01	-3.098073800000000211e-01	-4.630403799999999737e-01
