6.966445599999999683e-01	-2.217797699999999872e-01	-3.930662899999999849e-01	-5.120024199999999581e-01
3.338497999999999877e+01	-1.324197599999999975e-01	7.389157699999999718e-01	3.336334899999999948e+01
1.203533999999999970e+01	3.074752800000000175e-01	1.257488499999999954e-01	1.202994499999999967e+01
5.730520199999999953e-01	2.541598100000000068e-02	-4.388078100000000203e-01	-3.401625600000000027e-01
8.172264599999999879e-01	-6.173693500000000389e-01	1.994616100000000114e-01	5.665061400000000191e-02
3.462939300000000276e-01	1.836550199999999883e-02	-2.783989599999999731e-01	1.503210799999999958e-01
2.540201500000000001e-01	2.859671500000000172e-02	2.086490400000000078e-01	2.634874499999999981e-02
4.888888599999999585e+00	-3.370019000000000209e-01	2.112140299999999971e-01	4.870684800000000259e+00
1.965011099999999900e+01	5.919660599999999606e-01	4.383876500000000176e-01	1.961386999999999858e+01
2.238940099999999944e+01	-2.783118600000000220e-01	8.080682300000000540e-01	2.235340000000000060e+01
3.793562999999999796e-01	-3.348680499999999727e-01	-1.412412500000000126e-01	1.087450900000000026e-01
4.775873099999999871e-01	-4.633268999999999860e-01	-1.157172699999999971e-01	5.228028400000000152e-03
1.306356800000000096e+00	2.560129699999999855e-02	4.740855999999999959e-01	1.217027400000000092e+00
8.971276599999999934e-01	1.036333200000000010e-01	2.563298900000000047e-01	8.534595200000000270e-01
5.966530099999999948e+00	2.140097099999999919e-01	-2.085695100000000135e-01	5.959041899999999892e+00
3.656202100000000010e-01	3.240985900000000197e-01	1.273219800000000013e-01	-1.114780499999999952e-01
2.033938200000000140e+00	3.331829499999999777e-01	-1.001185700000000040e-01	2.003963499999999787e+00
1.057245400000000002e+00	-1.774060699999999990e-01	-5.117074600000000029e-01	-9.079924600000000012e-01
1.054906700000000086e+00	-1.466880399999999918e-01	-5.577700700000000067e-01	-8.832912099999999933e-01
8.293819700000000239e-01	-1.697725900000000010e-01	-3.407364900000000030e-01	-7.368516600000000194e-01
5.076983499999999649e-01	-9.688290400000000580e-02	-3.422416600000000031e-01	-3.622733300000000045e-01
5.044888100000000097e-01	3.026678400000000213e-01	2.182802000000000076e-01	3.394921100000000136e-01
1.278027699999999989e+00	3.693063600000000002e-01	1.971305499999999877e-01	1.207521000000000067e+00
