1.312076099999999990e+01	-4.700293199999999727e-01	3.599821400000000060e-01	1.307377199999999995e+01
1.209426600000000018e+00	-3.023518599999999723e-01	-1.942638799999999999e-01	6.732065200000000305e-01
3.555581899999999962e-01	2.350544800000000101e-01	-1.079794200000000065e-01	2.000791700000000006e-01
3.846607600000000016e+00	6.365120999999999973e-02	-3.253470099999999920e-01	3.715661100000000161e+00
2.541342699999999954e+00	1.766901800000000022e-01	-3.258447500000000163e-01	2.510288500000000145e+00
3.417407899999999898e+01	-3.446727399999999913e-02	3.969814899999999924e-01	3.417147099999999682e+01
2.098207599999999928e+01	-3.598583599999999882e-01	-1.326623200000000002e-01	2.097810600000000036e+01
9.526693299999999809e-01	1.138676299999999975e-01	-1.696448899999999926e-01	-9.305018099999999848e-01
1.776131200000000021e+00	2.484901999999999944e-01	-4.910229899999999925e-01	-1.688724700000000079e+00
1.377357100000000001e+00	2.040790500000000118e-01	2.905891600000000130e-01	-1.330797599999999914e+00
7.337948300000000090e-01	9.573433800000000216e-02	5.850024000000000196e-02	-7.251672300000000515e-01
1.020048099999999902e+00	-2.085009100000000115e-01	-4.368887000000000187e-01	-8.978606799999999666e-01
4.049823900000000254e-01	1.942794800000000044e-01	2.570466900000000221e-01	2.017756900000000075e-01
1.939948700000000137e-01	8.386793200000000614e-02	9.843771699999999403e-02	-3.782077899999999882e-02
1.443652799999999958e+00	-8.736654300000000484e-02	3.302203899999999748e-01	1.402659899999999960e+00
8.021935900000000119e-01	-1.381341399999999886e-01	2.238943599999999867e-01	7.578290300000000146e-01
1.990776900000000016e-01	4.743377000000000010e-02	1.255936099999999944e-01	-4.613487000000000143e-02
